"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 30 14:57:13 CST 2023","Thu Nov 30 14:57:17 CST 2023","4540","src.TestCase","test_login","TestLogin","","","test_user_login[test_input1]",""
